gene,mean_effect,n_lines,lineage
APOBEC1,-0.093,1208,all
APOBEC2,-0.0664,1208,all
APOBEC3A,-0.0372,1207,all
APOBEC3B,0.0051,1208,all
APOBEC3C,-0.0518,1208,all
APOBEC3D,-0.0885,1208,all
APOBEC3F,0.1744,383,all
APOBEC3G,0.066,1208,all
APOBEC3H,-0.0206,1208,all
APOBEC4,0.025,1208,all
APOBR,-0.0327,1208,all
APOC1,-0.2405,1208,all
APOC2,-0.0751,1208,all
APOC3,0.0276,1208,all
APOC4,0.0208,1208,all
APOD,-0.0158,1208,all
APOE,0.0105,1208,all
APOF,-0.0743,1208,all
APOH,-0.0376,1208,all
APOL1,-0.0096,1208,all
APOL2,0.0005,1208,all
APOL3,0.1145,1208,all
APOL4,0.0204,74,all
APOL5,-0.0395,1208,all
APOL6,0.1259,1208,all
APOLD1,-0.0985,1208,all
APOM,-0.1084,1208,all
APOO,0.1021,1208,all
APOOL,-0.0637,1208,all
APP,0.0776,1208,all
APPBP2,-0.015,1208,all
APPL1,-0.0056,1208,all
APPL2,0.008,1208,all
APRT,-0.1544,1208,all
APTX,0.0571,1208,all
AQP1,0.0564,1208,all
AQP10,-0.2361,1208,all
AQP11,0.079,1208,all
AQP12B,-0.1581,1208,all
AQP2,-0.0922,1208,all
AQP3,0.0151,1208,all
AQP4,0.1044,1208,all
AQP5,-0.0563,1208,all
AQP6,-0.1271,1208,all
AQP7,-0.4651,1208,all
AQP7B,0.0435,69,all
AQP8,0.0762,1208,all
AQP9,-0.0745,1208,all
AQR,-1.1488,1208,all
AR,0.0954,1208,all
ARAF,0.0937,1208,all
ARAP1,-0.0688,1208,all
ARAP2,0.0748,1208,all
ARAP3,0.0057,1208,all
ARB2A,0.148,1208,all
ARC,0.0765,1208,all
ARCN1,-1.3278,1208,all
AREG,0.0614,1208,all
AREL1,-0.099,1208,all
ARF1,-0.396,1208,all
ARF3,-0.1981,1208,all
ARF4,-0.6792,1208,all
ARF5,0.0066,1208,all
ARF6,-0.3377,1208,all
ARFGAP1,0.0353,1208,all
ARFGAP2,-0.0017,1208,all
ARFGAP3,0.0719,1208,all
ARFGEF1,-0.098,1208,all
ARFGEF2,-0.0233,1208,all
ARFGEF3,0.0642,1208,all
ARFIP1,0.0437,1208,all
ARFIP2,0.0642,1208,all
ARFRP1,-0.7407,1208,all
ARG1,0.1582,1208,all
ARG2,0.0557,1208,all
ARGFX,-0.0739,1208,all
ARGLU1,-0.5813,1208,all
ARHGAP1,-0.0997,1208,all
ARHGAP10,0.0826,1208,all
ARHGAP11A,-0.3212,1208,all
ARHGAP12,0.0556,1208,all
ARHGAP15,-0.0205,1208,all
ARHGAP17,0.0292,1208,all
ARHGAP18,0.0923,1208,all
ARHGAP19,-0.0727,1208,all
ARHGAP20,0.133,1208,all
ARHGAP21,-0.0566,1208,all
ARHGAP22,0.0375,1208,all
ARHGAP23,-0.2132,1208,all
ARHGAP24,0.0015,1208,all
ARHGAP25,0.0363,1208,all
ARHGAP26,0.074,1208,all
ARHGAP27,-0.2324,1208,all
ARHGAP28,0.0822,1208,all
ARHGAP29,-0.1915,1208,all
ARHGAP30,-0.1062,1208,all
ARHGAP31,-0.0214,1208,all
ARHGAP32,0.0599,1208,all
ARHGAP33,-0.0253,1208,all
ARHGAP35,0.1541,1208,all
ARHGAP36,0.0869,1208,all
ARHGAP39,0.0018,1208,all
ARHGAP4,0.1071,1208,all
ARHGAP44,0.1381,1208,all
ARHGAP45,-0.043,1208,all
ARHGAP5,-0.1549,1208,all
ARHGAP6,0.0744,1208,all
ARHGAP8,-0.023,1208,all
ARHGAP9,-0.2481,1208,all
ARHGDIA,-0.0731,1208,all
ARHGDIB,0.115,1208,all
ARHGDIG,-0.0495,1208,all
ARHGEF1,-0.0353,1208,all
ARHGEF10,0.0811,1208,all
ARHGEF10L,0.0377,1208,all
ARHGEF11,-0.1856,1208,all
ARHGEF12,0.0592,1208,all
ARHGEF15,0.0159,1208,all
ARHGEF16,-0.1242,1208,all
ARHGEF17,-0.0281,1208,all
ARHGEF18,0.0706,1208,all
ARHGEF19,-0.0126,1208,all
ARHGEF2,-0.171,1208,all
ARHGEF25,-0.0654,1208,all
ARHGEF26,0.0058,1208,all
ARHGEF28,-0.1277,1208,all
ARHGEF3,-0.0083,1208,all
ARHGEF33,-0.1625,1208,all
ARHGEF35,0.0136,1046,all
ARHGEF37,0.0798,1208,all
ARHGEF38,-0.0126,1208,all
ARHGEF39,-0.0031,1208,all
ARHGEF4,0.0484,1208,all
ARHGEF40,-0.0709,1208,all
ARHGEF5,-0.3691,1208,all
ARHGEF6,0.1677,1208,all
ARHGEF7,-0.4081,1208,all
ARHGEF9,0.0256,1208,all
ARID1A,-0.2337,1208,all
ARID1B,-0.0751,1208,all
ARID2,-0.4023,1208,all
ARID3A,-0.1682,1208,all
ARID3B,-0.1841,1208,all
ARID3C,-0.0817,1208,all
ARID4A,-0.0165,1208,all
ARID4B,-0.1548,1208,all
ARID5A,-0.2247,1208,all
ARID5B,-0.071,1208,all
ARIH1,-1.4189,1208,all
ARIH2,0.0481,1208,all
ARK2C,0.0932,1208,all
ARK2N,-0.0024,1208,all
ARL1,-0.0586,1208,all
ARL10,-0.1099,1208,all
ARL11,-0.0852,1208,all
ARL13A,0.0944,1208,all
ARL13B,-0.0461,1208,all
ARL14,0.0558,1208,all
ARL14EP,0.0174,1208,all
ARL14EPL,0.063,1208,all
ARL15,0.0552,1208,all
ARL16,-0.1198,383,all
ARL2,-1.7469,1208,all
ARL2BP,-0.1963,1208,all
ARL3,0.0169,1208,all
ARL4A,-0.1015,1208,all
ARL4C,-0.0555,1208,all
ARL4D,-0.3498,1207,all
ARL5A,0.0506,1208,all
ARL5B,0.0301,1208,all
ARL5C,-0.1582,1208,all
ARL6,0.109,1208,all
ARL6IP1,-0.0561,1208,all
ARL6IP4,-0.0561,319,all
ARL6IP5,-0.0144,1208,all
ARL6IP6,-0.1588,1208,all
ARL8A,-0.0431,1208,all
ARL8B,-0.238,1208,all
ARL9,-0.0466,1208,all
ARLN,0.0275,1208,all
ARMC1,0.1045,1208,all
ARMC10,-0.2908,1208,all
ARMC12,-0.0495,1208,all
ARMC2,0.0668,1208,all
ARMC3,0.0741,1208,all
ARMC5,-0.396,1208,all
ARMC6,-0.3729,1208,all
ARMC7,-1.3818,1208,all
ARMC8,0.07,1208,all
ARMC9,-0.0175,1208,all
ARMCX1,0.0771,1208,all
ARMCX2,-0.024,1208,all
ARMCX3,0.0218,1208,all
ARMCX4,0.2577,1208,all
ARMCX5,0.0631,1208,all
ARMCX6,-0.1343,1208,all
ARMH1,-0.2406,1208,all
ARMH2,0.1154,1208,all
ARMH3,-0.161,1208,all
ARMH4,0.0187,1208,all
ARMS2,0.0629,1208,all
ARMT1,0.0158,1208,all
ARNT,-0.0252,1208,all
ARNT2,0.0364,1208,all
ARPC1A,-0.0314,1208,all
ARPC1B,0.0392,1208,all
ARPC2,-0.444,1208,all
ARPC3,-0.663,1208,all
ARPC4,-0.7005,1208,all
ARPC5,-0.1739,1208,all
ARPC5L,-0.002,1208,all
ARPIN,0.0584,1208,all
ARPP19,-0.2974,1208,all
ARPP21,0.1045,1208,all
ARR3,0.0249,1208,all
ARRB1,-0.096,1208,all
ARRB2,0.0433,1208,all
ARRDC1,-0.0818,1208,all
ARRDC2,-0.1164,1208,all
ARRDC3,0.1705,1208,all
ARRDC4,0.048,1208,all
ARRDC5,-0.0728,1208,all
ARSA,-0.1848,1208,all
ARSB,-0.1653,1208,all
ARSD,0.2535,1208,all
ARSF,0.1356,1208,all
ARSG,0.1608,1208,all
ARSH,0.0905,1208,all
ARSI,-0.0713,1208,all
ARSJ,0.0137,1208,all
ARSK,-0.0419,1208,all
ARSL,0.0477,1208,all
ART1,-0.047,1208,all
ART3,-0.0518,1208,all
ART4,0.0637,1208,all
ART5,0.0496,1208,all
ARTN,-0.158,1208,all
ARV1,-0.0566,1208,all
ARVCF,0.0246,1208,all
ARX,0.0258,1208,all
AS3MT,0.036,1208,all
ASAH1,0.0791,1208,all
ASAH2,-0.0143,1208,all
ASAP1,0.1252,1208,all
ASAP2,0.1357,1208,all
ASAP3,-0.0683,1208,all
ASB1,0.0598,1208,all
ASB10,-0.0057,1208,all
ASB11,0.2221,1208,all
ASB12,0.0407,1208,all
ASB13,0.1267,1208,all
ASB14,0.0362,1208,all
ASB15,0.1768,1208,all
ASB16,-0.1404,1208,all
ASB17,-0.057,1208,all
ASB18,0.0405,1208,all
ASB2,0.1237,1208,all
ASB3,-0.0282,1208,all
ASB4,0.1756,1208,all
ASB5,0.1198,1208,all
ASB6,-0.2625,1208,all
ASB7,-0.0474,1208,all
ASB8,-0.0997,1208,all
ASB9,0.0618,1208,all
ASCC1,-0.0724,1208,all
ASCC2,0.019,1208,all
ASCC3,-0.428,1208,all
ASCL1,-0.1033,1208,all
ASCL2,0.0025,1208,all
ASCL3,0.0875,1208,all
ASCL4,-0.0192,1208,all
ASCL5,-0.2116,1208,all
ASDURF,-0.2388,70,all
ASF1A,-0.1874,1208,all
ASF1B,-0.2919,1208,all
ASGR1,0.0704,1208,all
ASGR2,0.0817,1208,all
ASH1L,-0.1824,1208,all
ASH2L,-0.3326,1208,all
ASIC1,-0.1658,1208,all
ASIC2,0.0228,1208,all
ASIC3,0.089,1208,all
ASIC4,-0.0575,1208,all
ASIC5,0.1099,1208,all
ASIP,-0.0168,1208,all
ASL,-0.1002,1208,all
ASMT,0.1592,74,all
ASMTL,0.0391,74,all
ASNS,-0.2977,1208,all
ASNSD1,-0.1067,1208,all
ASPA,0.1084,1208,all
ASPDH,0.0406,1208,all
ASPG,0.0636,1208,all
ASPH,0.0856,1208,all
ASPHD1,-0.0811,1208,all
ASPHD2,-0.0808,1208,all
ASPM,-0.3464,1208,all
ASPRV1,-0.0498,1208,all
ASPSCR1,-0.1682,1208,all
ASRGL1,-0.0681,1208,all
ASS1,-0.2486,1208,all
ASTE1,0.0298,1208,all
ASTL,-0.12,1208,all
ASTN1,-0.0037,1208,all
ASTN2,0.0586,1208,all
ASXL1,-0.0104,1208,all
ASXL2,0.1206,77,all
ASXL3,0.0934,1208,all
ASZ1,-0.0759,1208,all
ATAD1,0.0332,1208,all
ATAD2,-0.1411,1208,all
ATAD2B,0.0411,1208,all
ATAD3A,-0.0047,1208,all
ATAD3B,-0.0478,1208,all
ATAD3C,0.1234,1208,all
ATAD5,-0.1991,1208,all
ATAT1,-0.0237,1208,all
ATCAY,-0.0732,1208,all
ATE1,0.0346,1208,all
ATF1,-0.1895,1208,all
ATF2,0.0945,1208,all
ATF3,0.0539,1208,all
ATF4,-0.7107,1208,all
ATF5,-0.1721,1208,all
ATF6,-0.0959,1208,all
ATF6B,-0.1491,1208,all
ATF7,-0.1698,1208,all
ATF7IP,-0.0917,1208,all
ATF7IP2,0.0363,1208,all
ATG10,-0.0773,1208,all
ATG101,-0.095,1208,all
ATG12,-0.0433,1208,all
ATG13,-0.0685,1208,all
ATG14,-0.0594,1208,all
ATG16L1,-0.0202,1208,all
ATG16L2,-0.016,1208,all
ATG2A,-0.1797,1208,all
ATG2B,0.0459,1208,all
ATG3,-0.0982,1208,all
ATG4A,0.0283,1208,all
ATG4B,-0.0391,1208,all
ATG4C,-0.0531,1208,all
ATG4D,-0.0722,1208,all
ATG5,0.1041,1208,all
ATG7,0.0273,1208,all
ATG9A,-0.2,1208,all
ATG9B,0.0602,74,all
ATIC,-0.4374,1208,all
ATL1,-0.0544,1208,all
ATL2,-0.7466,1208,all
ATL3,-0.0769,1208,all
ATM,-0.0151,1208,all
ATMIN,-0.2853,1208,all
ATN1,-0.1318,1208,all
ATOH1,0.0273,1208,all
ATOH7,-0.0283,1208,all
ATOH8,-0.0249,1208,all
ATOSA,-0.0704,1208,all
ATOSB,-0.1689,1208,all
ATOX1,0.0376,1208,all
ATP10A,-0.058,1208,all
ATP10B,0.041,1208,all
ATP10D,-0.0071,1208,all
ATP11A,0.0199,1208,all
ATP11B,-0.0111,1208,all
ATP11C,0.0984,1208,all
ATP12A,-0.0887,1208,all
ATP13A1,-0.2327,1208,all
ATP13A2,-0.0333,1208,all
ATP13A3,-0.019,1208,all
ATP13A4,-0.0045,1208,all
ATP13A5,0.083,1208,all
ATP1A1,-1.2038,1208,all
ATP1A2,0.0427,1208,all
ATP1A3,-0.1157,1208,all
ATP1A4,-0.0596,1208,all
ATP1B1,-0.1331,1208,all
ATP1B2,-0.0941,1208,all
ATP1B3,-0.3999,1208,all
ATP1B4,-0.1162,1208,all
ATP23,-0.382,1208,all
ATP2A1,-0.0765,1208,all
ATP2A2,-1.6994,1208,all
ATP2A3,-0.0483,1208,all
ATP2B1,-0.2094,1208,all
ATP2B2,-0.062,1208,all
ATP2B3,-0.0132,1208,all
ATP2B4,-0.2128,1208,all
ATP2C1,-0.1481,1208,all
ATP2C2,-0.0547,1208,all
ATP4A,-0.0067,1208,all
ATP4B,0.0576,1208,all
ATP5F1A,-0.5621,1208,all
ATP5F1B,-0.8113,1208,all
ATP5F1C,-0.6787,1208,all
ATP5F1D,-0.8096,1208,all
ATP5F1E,-0.9277,1090,all
ATP5IF1,-0.1885,1208,all
ATP5MC1,-0.361,1208,all
ATP5MC2,-0.2454,1208,all
ATP5MC3,0.0206,1208,all
ATP5ME,-0.6138,1208,all
ATP5MF,-1.2581,1208,all
ATP5MG,-0.3018,1208,all
ATP5MGL,-0.1987,1208,all
ATP5MJ,0.0322,1207,all
ATP5MK,-0.2296,1208,all
ATP5PB,-0.5548,1208,all
ATP5PD,-0.3575,1208,all
ATP5PF,-0.3934,1208,all
ATP5PO,-0.3897,1208,all
ATP6AP1,-1.1984,1208,all
ATP6AP2,-0.9925,1208,all
ATP6V0A1,-0.1421,1208,all
ATP6V0A2,-0.1471,1208,all
ATP6V0A4,-0.0749,1208,all
ATP6V0B,-1.2843,1208,all
ATP6V0C,-2.6985,1208,all
ATP6V0D1,-0.9597,1208,all
ATP6V0D2,-0.0015,1208,all
ATP6V0E1,-0.1971,1208,all
ATP6V0E2,-0.0056,1208,all
ATP6V1A,-1.973,1208,all
ATP6V1B1,-0.0346,1208,all
ATP6V1B2,-2.165,1208,all
ATP6V1C1,-0.8698,1208,all
ATP6V1C2,0.0287,1208,all
ATP6V1D,-0.7243,1208,all
ATP6V1E1,-1.3967,1208,all
ATP6V1E2,-0.0429,1208,all
ATP6V1F,-1.754,1208,all
ATP6V1G1,-1.1615,1208,all
ATP6V1G2,-0.0586,1208,all
ATP6V1G3,0.1077,1208,all
ATP6V1H,-0.6008,1208,all
ATP7A,-0.1059,1208,all
ATP7B,0.0754,1208,all
ATP8A1,0.0391,1208,all
ATP8A2,-0.0597,1208,all
ATP8B1,0.0888,1208,all
ATP8B2,-0.0666,1208,all
ATP8B3,-0.0434,1208,all
ATP8B4,0.1575,1208,all
ATP9A,-0.0208,1208,all
ATP9B,0.0108,1208,all
ATPAF1,-0.0102,1208,all
ATPAF2,-0.1339,1208,all
ATPSCKMT,0.0581,1208,all
ATR,-1.1074,1208,all
ATRAID,0.0222,1208,all
ATRIP,-0.5946,1208,all
ATRN,-0.0637,1208,all
ATRNL1,0.1713,1208,all
ATRX,-0.2044,1208,all
ATXN1,-0.0244,1208,all
ATXN10,-0.4086,1208,all
ATXN1L,-0.0582,1208,all
ATXN2,-0.1616,1208,all
ATXN2L,-0.1114,1208,all
ATXN3,0.0162,1208,all
ATXN3L,0.2782,1208,all
ATXN7,0.0638,1208,all
ATXN7L1,0.0581,1208,all
ATXN7L2,-0.0807,1208,all
ATXN7L3,-0.3359,1208,all
ATXN7L3B,-0.143,1208,all
AUH,-0.0352,1208,all
AUNIP,-0.017,1208,all
AUP1,-0.1528,1208,all
AURKA,-1.2095,1208,all
AURKAIP1,-0.437,1208,all
AURKB,-2.1975,1208,all
AURKC,0.0061,1208,all
AUTS2,0.0124,1208,all
AVEN,-0.0953,1208,all
AVIL,-0.1408,1208,all
AVL9,0.0982,1208,all
AVP,-0.0994,1208,all
AVPI1,-0.0733,1208,all
AVPR1A,-0.1971,1208,all
AVPR1B,-0.0549,1208,all
AVPR2,0.0556,1208,all
AWAT1,0.0589,1208,all
AWAT2,0.1362,1208,all
AXDND1,-0.1358,1208,all
AXIN1,0.0277,1208,all
AXIN2,-0.0245,1208,all
AXL,-0.0446,1208,all
AZGP1,-0.1647,1208,all
AZI2,0.0201,1208,all
AZIN1,-0.1963,1208,all
AZIN2,-0.0116,1208,all
AZU1,0.0505,1208,all
B2M,0.0326,1208,all
B3GALNT1,0.03,1208,all
B3GALNT2,0.1018,1208,all
B3GALT1,-0.0174,1208,all
B3GALT2,0.0593,1208,all
B3GALT4,-0.0131,1208,all
B3GALT5,0.1908,1208,all
B3GALT6,-0.0294,1208,all
B3GAT1,0.0484,1208,all
B3GAT2,-0.0842,1208,all
B3GAT3,-0.2716,1208,all
B3GLCT,0.004,1208,all
B3GNT2,-0.1425,1208,all
B3GNT3,-0.166,1208,all
B3GNT4,-0.1955,1208,all
B3GNT5,-0.0495,1208,all
B3GNT6,-0.1199,1208,all
B3GNT7,0.0387,1208,all
B3GNT8,0.0272,1208,all
B3GNT9,-0.0876,1208,all
B3GNTL1,0.0156,1208,all
B4GALNT1,-0.0797,1208,all
B4GALNT2,-0.1345,1208,all
B4GALNT3,-0.0654,1208,all
B4GALNT4,-0.0366,1208,all
B4GALT1,0.0398,1208,all
B4GALT2,-0.09,1208,all
B4GALT3,-0.2557,1208,all
B4GALT4,0.0668,1208,all
B4GALT5,-0.0252,1208,all
B4GALT6,-0.0133,1208,all
B4GALT7,-0.1409,1208,all
B4GAT1,-0.1566,1208,all
B9D1,-0.016,1208,all
B9D2,-0.0286,1208,all
BAALC,0.0189,1208,all
BAAT,0.0776,1208,all
BABAM1,0.132,1208,all
BABAM2,0.0702,1208,all
BACC1,-0.358,1208,all
BACE1,-0.096,1208,all
BACE2,0.0683,1208,all
BACH1,0.0724,1208,all
BACH2,0.0358,1208,all
BAD,-0.1227,1208,all
BAG1,-0.0185,1208,all
BAG2,-0.0685,1208,all
BAG3,-0.0621,1208,all
BAG4,-0.1253,1208,all
BAG5,-0.0635,1208,all
BAG6,-0.1492,1208,all
BAHCC1,0.0229,74,all
BAHD1,-0.1171,1208,all
BAIAP2,-0.1277,1208,all
BAIAP2L1,0.0255,1208,all
BAIAP2L2,-0.0233,1208,all
BAIAP3,-0.0971,1208,all
BAK1,-0.3367,1208,all
BAMBI,-0.102,1208,all
BANF1,-1.8232,1208,all
BANF2,0.098,1208,all
BANK1,-0.0506,1208,all
BANP,-1.0158,1208,all
BAP1,-0.5104,1208,all
BARD1,-0.5767,1208,all
BARHL1,-0.0601,1208,all
BARHL2,-0.1973,1208,all
BARX1,-0.026,1208,all
BARX2,0.0415,1208,all
BASP1,0.1455,1208,all
BATF,0.0195,1208,all
BATF2,-0.1148,1208,all
BATF3,0.0566,1208,all
BAX,0.089,1208,all
BAZ1A,-0.113,1208,all
BAZ1B,-0.3003,1208,all
BAZ2A,-0.0722,1208,all
BAZ2B,0.0388,1208,all
BBC3,-0.0822,1208,all
BBIP1,0.0865,1208,all
BBLN,-0.2734,1208,all
BBOF1,-0.0408,1208,all
BBOX1,0.0994,1208,all
BBS1,-0.1131,1208,all
BBS10,0.0417,1208,all
BBS12,0.0815,1208,all
BBS2,0.0182,1208,all
BBS4,0.1095,1208,all
BBS5,-0.0657,1208,all
BBS7,0.0264,1208,all
BBS9,-0.0579,1208,all
BBX,0.0633,1208,all
BCAM,0.0305,1208,all
BCAN,-0.2035,1208,all
BCAP29,-0.0443,1208,all
BCAP31,-0.2779,1208,all
BCAR1,-0.1908,1208,all
BCAR3,-0.0525,1208,all
BCAS1,0.0937,1208,all
BCAS2,-0.9969,1208,all
BCAS3,-0.1775,1208,all
BCAS4,-0.0092,1208,all
BCAT1,0.028,1208,all
BCAT2,0.0276,1208,all
BCCIP,-0.4356,1208,all
BCDIN3D,-0.2944,1208,all
BCHE,-0.0001,1208,all
BCKDHA,-0.0169,1208,all
BCKDHB,-0.1227,1208,all
BCKDK,0.0045,1208,all
BCL10,-0.0552,1208,all
BCL11A,-0.0489,1208,all
BCL11B,0.0088,1208,all
BCL2,-0.0362,1208,all
BCL2A1,-0.0225,1208,all
BCL2L1,-1.1712,1208,all
BCL2L10,-0.0132,1208,all
BCL2L11,0.0066,1208,all
BCL2L12,-0.1306,1165,all
BCL2L13,-0.1309,1208,all
BCL2L14,-0.0218,1208,all
BCL2L15,-0.0558,1208,all
BCL2L2,-0.2059,1208,all
BCL3,0.0661,1208,all
BCL6,-0.126,1208,all
BCL6B,-0.0308,1208,all
BCL7A,-0.0916,1208,all
BCL7B,0.0591,1208,all
BCL7C,-0.0718,1208,all
BCL9,-0.1801,1208,all
BCL9L,-0.1071,1208,all
BCLAF1,-0.8093,1208,all
BCLAF3,0.0584,1208,all
BCO1,-0.0891,1208,all
BCO2,0.0069,1208,all
BCOR,0.0251,1208,all
BCORL1,0.0771,1208,all
BCR,0.0472,1208,all
BCS1L,-0.4205,1208,all
BDH1,-0.0288,1208,all
BDH2,-0.1557,1208,all
BDKRB1,0.1401,1208,all
BDKRB2,0.0604,1208,all
BDNF,-0.1019,1208,all
BDP1,-0.7244,1208,all
BEAN1,-0.0424,1165,all
BECN1,-0.2258,1208,all
BECN2,0.1835,74,all
BEGAIN,-0.0337,1208,all
BEND2,0.1669,1208,all
BEND3,-0.1457,1208,all
BEND4,-0.1032,1208,all
BEND5,0.0299,1208,all
BEND6,0.0377,1208,all
BEND7,0.0997,1208,all
BEST1,0.044,1208,all
BEST2,-0.065,1208,all
BEST3,-0.0652,1208,all
BEST4,-0.0915,1208,all
BET1,-0.403,1208,all
BET1L,0.0244,1208,all
BEX1,0.0087,1208,all
BEX2,-0.0121,1208,all
BEX3,0.0395,1208,all
BEX4,0.0606,1208,all
BEX5,0.0275,1208,all
BFAR,-0.0188,1208,all
BFSP1,0.044,1208,all
BFSP2,0.089,1208,all
BGLAP,-0.1416,1208,all
BGN,0.0793,1208,all
BHLHA15,-0.2281,1208,all
BHLHA9,0.0398,1208,all
BHLHE22,-0.0794,1208,all
BHLHE23,-0.0311,1090,all
BHLHE40,0.0898,1208,all
BHLHE41,-0.0998,1208,all
BHMT,-0.0869,1208,all
BHMT2,-0.0248,1208,all
BICC1,-0.0157,1208,all
BICD1,-0.1385,1208,all
BICD2,-0.1099,1208,all
BICDL1,-0.081,1208,all
BICDL2,-0.2137,1208,all
BICRA,0.0889,1208,all
BICRAL,-0.0098,1208,all
BID,0.0136,1208,all
BIK,0.1356,1208,all
BIN1,-0.1182,1208,all
BIN2,-0.1118,1208,all
BIN3,0.2905,1208,all
BIRC2,-0.2286,1208,all
BIRC3,0.0468,1208,all
BIRC5,-1.9512,1208,all
BIRC6,-0.3645,1208,all
BIRC7,0.1576,1208,all
BIVM,0.0367,1208,all
BLCAP,0.0008,1208,all
BLID,0.039,1208,all
BLK,0.0615,1208,all
BLM,-0.1864,1208,all
BLMH,-0.0108,1208,all
BLNK,0.0205,1208,all
BLOC1S1,0.0246,1208,all
BLOC1S2,-0.047,1208,all
BLOC1S3,-0.1877,1208,all
BLOC1S4,0.0245,1208,all
BLOC1S5,0.0571,1208,all
BLOC1S6,-0.0564,1208,all
BLTP1,-0.035,1208,all
BLTP2,-0.3527,1208,all
BLTP3A,-0.1558,1208,all
BLTP3B,0.0679,1208,all
BLVRA,0.0768,1208,all
BLVRB,-0.0248,1208,all
BLZF1,-0.0865,1208,all
BMAL1,-0.1585,1208,all
BMAL2,-0.059,1208,all
BMERB1,0.0038,1208,all
BMF,-0.2345,1208,all
BMI1,0.0591,1208,all
BMP1,-0.0069,1208,all
BMP10,-0.0555,1208,all
BMP15,0.1117,1208,all
BMP2,0.0281,1208,all
BMP2K,-0.0355,1208,all
BMP3,0.1422,1208,all
BMP4,-0.0232,1208,all
BMP5,0.0273,1208,all
BMP6,-0.0479,1208,all
BMP7,0.0541,1208,all
BMP8A,0.0138,1047,all
BMP8B,-0.1227,1047,all
BMPER,0.0417,1208,all
BMPR1A,-0.2723,1208,all
BMPR1B,0.0441,1208,all
BMPR2,-0.0349,1208,all
BMS1,-1.1794,1208,all
BMX,0.1451,1208,all
BNC1,-0.0633,1208,all
BNC2,0.0545,1208,all
BNIP1,-0.5233,1208,all
BNIP2,-0.1895,383,all
BNIP3,-0.2096,1208,all
BNIP3L,0.1756,1208,all
BNIP5,-0.06,1208,all
BNIPL,-0.1856,1208,all
BOC,-0.0826,1208,all
BOD1,-0.0488,1208,all
BOD1L1,-0.237,1208,all
BOD1L2,0.1107,1208,all
BOK,-0.0189,1208,all
BOLA1,-0.1588,1208,all
BOLA3,-0.1975,1208,all
BOLL,0.08,1208,all
BOP1,-1.3423,1208,all
BORA,-0.7816,1208,all
BORCS5,-0.2358,1208,all
BORCS6,0.0043,1208,all
BORCS7,-0.1115,1208,all
BORCS8,-0.2372,1208,all
BPGM,0.0693,1208,all
BPHL,0.0824,1208,all
BPI,0.054,1208,all
BPIFA1,0.0588,1208,all
BPIFA2,0.1105,1208,all
BPIFA3,-0.0915,1208,all
BPIFB1,-0.0447,1208,all
BPIFB2,-0.0302,1208,all
BPIFB3,-0.1079,1208,all
BPIFB4,-0.0923,1208,all
BPIFB6,-0.0267,1208,all
BPIFC,0.0526,1208,all
BPNT1,-0.2278,1208,all
BPNT2,-0.0125,1208,all
BPTF,-0.6414,1208,all
BRAF,-0.1796,1208,all
BRAP,-0.2371,1208,all
BRAT1,-0.4689,1208,all
BRCA1,-0.4922,1208,all
BRCA2,-0.5179,1208,all
BRCC3,-0.0162,1208,all
BRD1,-0.1954,1208,all
BRD2,-0.4353,1208,all
BRD3,0.0885,1208,all
BRD3OS,0.2011,70,all
BRD4,-1.0148,1208,all
BRD7,-0.319,1208,all
BRD8,-0.4508,1208,all
BRD9,0.0348,1208,all
BRDT,-0.0119,1208,all
BRF1,-1.3462,1208,all
BRF2,-1.6957,1208,all
BRI3,-0.3185,1208,all
BRI3BP,-0.0981,1208,all
BRICD5,-0.0155,1208,all
BRINP1,0.1154,1208,all
BRINP2,-0.0214,1208,all
BRINP3,-0.0504,1208,all
BRIP1,-0.3147,1208,all
BRIX1,-1.2024,1208,all
BRK1,-0.4067,1208,all
BRME1,-0.0165,1208,all
BRMS1,-0.3532,1208,all
BRMS1L,-0.0791,1208,all
BROX,0.1284,1208,all
BRPF1,-0.2623,1208,all
BRPF3,-0.0689,1208,all
BRS3,0.0877,1208,all
BRSK1,0.0318,1208,all
BRSK2,-0.0066,1208,all
BRWD1,-0.109,1208,all
BRWD3,0.0185,1208,all
BSCL2,-0.185,1208,all
BSDC1,-0.1,1208,all
BSG,-0.1385,1208,all
BSN,-0.0807,1208,all
BSND,-0.1027,1208,all
BSPH1,0.1091,1208,all
BSPRY,0.0132,1208,all
BST1,0.1121,1208,all
BST2,0.0276,1208,all
BSX,0.0381,1208,all
BTAF1,-0.4121,1208,all
BTBD1,-0.0129,1208,all
BTBD10,-0.0867,1208,all
BTBD16,0.0406,1208,all
BTBD17,-0.1796,1208,all
BTBD18,-0.0259,1208,all
BTBD19,0.0308,77,all
BTBD2,0.0089,1208,all
BTBD3,-0.0215,1208,all
BTBD6,-0.0396,1208,all
BTBD7,-0.1655,1208,all
BTBD8,-0.0394,1208,all
BTBD9,-0.1752,1208,all
BTC,0.1162,1208,all
BTD,0.0734,1208,all
BTF3,-0.6288,1208,all
BTF3L4,-0.5735,1208,all
BTG1,-0.093,1208,all
BTG2,0.0477,1208,all
BTG3,0.0023,1208,all
BTG4,0.1115,1208,all
BTK,-0.0107,1208,all
BTLA,0.0907,1208,all
BTN1A1,0.0077,1208,all
BTN2A1,0.0282,1208,all
